scientificName,year,n,cumulative
"Lasioglossum vulsum (Vachal, 1903)",1923,1,5269
"Lasioglossum dybowskii (Radoszkowski, 1876)",1923,1,5270
"Lasioglossum transpositum (Cockerell, 1925)",1923,1,5271
"Hylaeus nigrocuneatus Cockerell, 1924",1923,1,5272
"Paratrigona guatemalensis (Schwarz, 1938)",1923,1,5273
"Xenoglossodes imitatrix Cockerell and Porter, 1899",1923,1,5274
"Lasioglossum latro (Perkins and Cheesman, 1928)",1923,1,5275
"Megachile micrerythrura Cockerell, 1910",1923,1,5276
"Ceratina gossypii Schrottky, 1907",1923,1,5277
"Ceratina rupestris Holmberg, 1884",1923,1,5278
"Ceratina kraussi Michener, 1954",1923,1,5279
"Euglossa modestior Dressler, 1982",1923,1,5280
"Ceratina asuncionis Strand, 1910",1923,1,5281
"Andrena obscuripennis Smith, 1853",1923,1,5282
"Hylaeus ornatus Mitchell, 1951",1923,1,5283
"Megachile assumptionis Schrottky, 1908",1923,1,5284
"Nomia pieli Cockerell, 1931",1923,1,5285
"Nomada pastoralis Eversmann, 1852",1923,1,5286
"Megachile nigriventris Schenck, 1868",1923,1,5287
"Triepeolus dilutus Rightmyer, 2008",1924,1,5288
"Hylaeus euxanthus (Cockerell, 1910)",1924,1,5289
"Lasioglossum sturti (Cockerell, 1906)",1924,1,5290
"Megachile mystaceana (Michener, 1962)",1924,1,5291
"Megachile darwiniana Cockerell, 1906",1924,1,5292
"Megachile leucopogon Cockerell, 1929",1924,1,5293
"Megachile monkmani Rayment, 1935",1924,1,5294
"Ceratina floridana Mitchell, 1962",1924,1,5295
"Xylocopa canaria (Cockerell and LeVeque, 1925)",1924,1,5296
"Plebeia frontalis (Friese, 1911)",1924,1,5297
"Tetralonia obscuriceps Friese, 1916",1924,1,5298
"Tarsalia ancyliformis Popov, 1935",1924,1,5299
"Triepeolus georgicus Mitchell, 1962",1924,1,5300
"Triepeolus laticaudus Cockerell, 1921",1924,1,5301
"Osiris tarsatus Smith, 1879",1924,1,5302
"Epicharis albifacies Friese, 1899",1924,1,5303
"Melissodes pullatellus LaBerge, 1961",1924,1,5304
"Ceratina tanganyicensis Strand, 1911",1924,1,5305
"Holcopasites haematurus Cockerell and Hicks, 1926",1924,1,5306
"Ctenoplectra armata Magretti, 1895",1924,1,5307
"Dufourea californica (Michener, 1936)",1924,1,5308
"Sphecodes vumbuensis Blüthgen, 1928",1924,1,5309
"Eupetersia paradoxa Blüthgen, 1928",1924,1,5310
"Lasioglossum setulellum (Strand, 1909)",1924,1,5311
"Perdita ainsliei Crawford, 1932",1924,1,5312
"Andrena ferrugineipes LaBerge, 1977",1924,1,5313
"Andrena sericata Imhoff, 1868",1924,1,5314
"Colletes petalostemonis Swenk, 1906",1924,1,5315
"Colletes chamaesarachae Cockerell, 1897",1924,1,5316
"Hoplitis xerophila (Cockerell, 1935)",1924,1,5317
"Colletes panamensis Michener, 1954",1924,1,5318
"Anthodioctes banksi (Cockerell, 1928)",1924,1,5319
"Megachile banksi Mitchell, 1930",1924,1,5320
"Trachusa crassipes (Cresson, 1878)",1924,1,5321
"Heriades apricula Griswold, 1998",1924,1,5322
"Megachile patellimana Spinola, 1838",1924,1,5323
"Pseudoheriades unispinosa (Friese, 1925)",1924,1,5324
"Megachile flabellipes Pérez, 1895",1924,1,5325
"Afranthidium concolor (Friese, 1913)",1924,1,5326
"Anthophora krugeri Eardley and Brooks, 1989",1924,1,5327
"Ceratina zeteki Cockerell, 1934",1924,1,5328
"Perdita ericameriae Timberlake, 1958",1924,1,5329
"Perdita heterothecae Cockerell, 1900",1924,1,5330
"Andrena livida LaBerge, 1977",1924,1,5331
"Geotrigona lutzi Camargo and Moure, 1996",1924,1,5332
"Anthophora cockerelli Timberlake, 1937",1924,1,5333
"Dianthidium parkeri Grigarick and Stange, 1964",1924,1,5334
"Ashmeadiella bigeloviae (Cockerell, 1897)",1924,1,5335
"Xylocopa samarensis (Cockerell and LeVeque, 1925)",1924,1,5336
"Xylocopa myops Ritsema, 1876",1924,1,5337
"Anthophora deserticola Morawitz, 1872",1924,1,5338
"Macrogalea scaevolae Brooks and Pauly, 2001",1924,1,5339
"Bombus formosellus (Frison, 1934)",1924,1,5340
"Bombus irisanensis Cockerell, 1910",1924,1,5341
"Xylocopa fuliginata Pérez, 1901",1924,1,5342
"Amegilla harttigi (Alfken, 1926)",1924,1,5343
"Tetragonula atripes (Smith, 1857)",1924,1,5344
"Xylocopa ghilianii Gribodo, 1892",1924,1,5345
"Anthophora atricilla Eversmann, 1846",1924,1,5346
"Anthophora arctica Morawitz, 1883",1924,1,5347
"Anthophora megarrhina Cockerell, 1910",1924,1,5348
"Xylocopa maior Maidl, 1912",1924,1,5349
"Bombus wilmattae Cockerell, 1912",1924,1,5350
"Lasioglossum halictoides (Smith, 1858)",1924,1,5351
"Neocorynura codion (Vachal, 1904)",1924,1,5352
"Lasioglossum samaricum (Blüthgen, 1935)",1924,1,5353
"Augochloropsis barticana (Cockerell, 1923)",1924,1,5354
"Halictus lussinicus Blüthgen, 1936",1924,1,5355
"Melitta harrietae (Bingham, 1897)",1924,1,5356
"Andrena crassepunctata Cockerell, 1931",1924,1,5357
"Melitturga mongolica Alfken, 1936",1924,1,5358
"Lonchopria rufitorax Ruiz, 1942",1924,1,5359
"Coelioxys fulviceps Friese, 1911",1924,1,5360
"Pseudoanthidium prionognathum (Mavromoustakis, 1938)",1924,1,5361
"Megachile minutissima Radoszkowski, 1876",1924,1,5362
"Calliopsis crypta Shinn, 1965",1924,1,5363
"Partamona pearsoni (Schwarz, 1938)",1924,1,5364
"Paratrigona pannosa Moure, 1989",1924,1,5365
"Megachile clotho Smith, 1860",1924,1,5366
"Peponapis apiculata (Cresson, 1878)",1924,1,5367
"Bombus honshuensis (Tkalců, 1968)",1924,1,5368
"Frieseomelitta paranigra (Schwarz, 1940)",1924,1,5369
"Melitoma marginella (Cresson, 1872)",1924,1,5370
"Euglossa despecta Moure, 1968",1924,1,5371
"Partamona musarum (Cockerell, 1917)",1924,1,5372
"Stictonomia aliceae (Cockerell, 1935)",1924,1,5373
"Ceylalictus muiri (Cockerell, 1909)",1924,1,5374
"Perdita graenicheri Timberlake, 1947",1924,1,5375
"Hoplostelis bilineolata (Spinola, 1841)",1924,1,5376
"Coelioxys tolteca Cresson, 1878",1924,1,5377
"Austronomia fortior (Cockerell, 1929)",1925,1,5378
"Triepeolus custeri Cockerell, 1926",1925,1,5379
"Euryglossa tolgae Exley, 1976",1925,1,5380
"Megachile lineatipes Cockerell, 1910",1925,1,5381
"Tetragonula sapiens (Cockerell, 1911)",1925,1,5382
"Xylocopa amauroptera Pérez, 1901",1925,1,5383
"Brachymelecta haitensis (Michener, 1948)",1925,1,5384
"Anthophora phenax (Cockerell, 1898)",1925,1,5385
"Sphecodopsis capensis (Friese, 1915)",1925,1,5386
"Ammobatoides scriptus (Gerstäcker, 1869)",1925,1,5387
"Exomalopsis pubescens Cresson, 1865",1925,1,5388
"Anthophorula torticornis (Cockerell, 1927)",1925,1,5389
"Ceratina bilobata Cockerell, 1937",1925,1,5390
"Nomada augustiana Mitchell, 1962",1925,1,5391
"Hypotrigona ruspolii (Magretti, 1898)",1925,1,5392
"Lasioglossum megastictus (Cockerell, 1937)",1925,1,5393
"Dufourea scabricornis Bohart, 1949",1925,1,5394
"Agapostemon alayoi Roberts, 1972",1925,1,5395
"Lasioglossum zanzibaricum (Cockerell, 1945)",1925,1,5396
"Pseudapis interstitinervis (Strand, 1912)",1925,1,5397
"Lipotriches welwitschi (Cockerell, 1908)",1925,1,5398
"Nomia whiteana (Cameron, 1905)",1925,1,5399
"Perdita genalis Timberlake, 1964",1925,1,5400
"Andrena coactipostica Viereck, 1917",1925,1,5401
"Perdita pallidipes Timberlake, 1964",1925,1,5402
"Perdita covilleae Timberlake, 1958",1925,1,5403
"Perdita lateralis Timberlake, 1962",1925,1,5404
"Andrena rubi Mitchell, 1960",1925,1,5405
"Perdita flavifrons Timberlake, 1968",1925,1,5406
"Perdita chrysothamni Timberlake, 1958",1925,1,5407
"Perdita gutierreziae Cockerell, 1896",1925,1,5408
"Perdita punctulata Timberlake, 1958",1925,1,5409
"Perdita triangulifera Timberlake, 1964",1925,1,5410
"Capicola flavitarsis Friese, 1912",1925,1,5411
"Andrena lauta LaBerge, 1977",1925,1,5412
"Andrena anthrisci Blüthgen, 1925",1925,1,5413
"Andrena symphyti Schmiedeknecht, 1883",1925,1,5414
"Meliturgula fuliginosa (Friese, 1913)",1925,1,5415
"Meliturgula haematospila Cockerell, 1935",1925,1,5416
"Colletes turgiventris Timberlake, 1951",1925,1,5417
"Colletes micheneri Stephen, 1954",1925,1,5418
"Ashmeadiella erema Michener, 1939",1925,1,5419
"Megachile curta Cresson, 1865",1925,1,5420
"Megachile singularis Cresson, 1865",1925,1,5421
"Megachile leucospilura Cockerell, 1937",1925,1,5422
"Coelioxys bifoveolatus Pasteels, 1968",1925,1,5423
"Hoplitis acuticornis (Dufour and Perris, 1840)",1925,1,5424
"Hoplitis evansi (Michener, 1936)",1925,1,5425
"Anthidium palmarum Cockerell, 1904",1925,1,5426
"Stelis holocyanea (Cockerell, 1925)",1925,1,5427
"Stelis semirubra Timberlake, 1941",1925,1,5428
"Anthidium duomarginatum Gonzalez and Griswold, 2013",1925,1,5429
"Megachile alata Mitchell, 1934",1925,1,5430
"Anthidium pontis Cockerell, 1933",1925,1,5431
"Anthidiellum polyochrum Mavromoustakis, 1937",1925,1,5432
"Heriades rowlandi (Cockerell, 1947)",1925,1,5433
"Pseudoanthidium tanganyicola (Strand, 1911)",1925,1,5434
"Afrostelis ogilviei Cockerell, 1936",1925,1,5435
"Hoplitis ochraceicornis (Ferton, 1902)",1925,1,5436
"Osmia longicornis Morawitz, 1875",1925,1,5437
"Osmia conjunctoides Robertson, 1893",1925,1,5438
"Perdita rectangulata Cockerell, 1896",1925,1,5439
"Perdita stathamae Timberlake, 1964",1925,1,5440
"Andrena baeriae Timberlake, 1941",1925,1,5441
"Perdita zonalis Cresson, 1879",1925,1,5442
"Calliopsis anthidius Fowler, 1899",1925,1,5443
"Calliopsis mellipes (Timberlake, 1952)",1925,1,5444
"Calliopsis obscurella Cresson, 1879",1925,1,5445
"Calliopsis puellae (Cockerell, 1933)",1925,1,5446
"Hylaeus asininus (Cockerell and Casad, 1895)",1925,1,5447
"Diadasia angusticeps Timberlake, 1939",1925,1,5448
"Diadasia bituberculata (Cresson, 1878)",1925,1,5449
"Diadasia martialis Timberlake, 1940",1925,1,5450
"Diadasia nigrifrons (Cresson, 1878)",1925,1,5451
"Hylaeus sejunctus Snelling, 1970",1925,1,5452
"Anthophora timberlakei Orr, 2018",1925,1,5453
"Anthidiellum boreale (Robertson, 1902)",1925,1,5454
"Megachile coloradensis Mitchell, 1936",1925,1,5455
"Hoplitis cryptanthae (Timberlake and Michener, 1950)",1925,1,5456
"Ashmeadiella cazieri Michener, 1939",1925,1,5457
"Ashmeadiella clypeodentata Michener, 1936",1925,1,5458
"Ashmeadiella femorata (Michener, 1936)",1925,1,5459
"Ashmeadiella rhodognatha Cockerell, 1924",1925,1,5460
"Osmia calla Cockerell, 1897",1925,1,5461
"Ashmeadiella timberlakei Michener, 1936",1925,1,5462
"Megachile discorhina Cockerell, 1924",1925,1,5463
"Dianthidium platyurum Cockerell, 1923",1925,1,5464
"Chelostoma marginatum Michener, 1938",1925,1,5465
"Osmia regulina Cockerell, 1911",1925,1,5466
"Anthophora rubricrus Dours, 1870",1925,1,5467
"Bombus unicus Morawitz, 1883",1925,1,5468
"Triepeolus isohedrus Rightmyer, 2008",1925,1,5469
"Xylocopa acutipennis Smith, 1854",1925,1,5470
"Bombus impetuosus Smith, 1871",1925,1,5471
"Habropoda tainanicola (Strand, 1913)",1925,1,5472
"Bombus glacialis Friese, 1902",1925,1,5473
"Ceratina bispinosa Handlirsch, 1889",1925,1,5474
"Lasioglossum littorale (Blüthgen, 1923)",1925,1,5475
"Lasioglossum dolichocephalus (Blüthgen, 1923)",1925,1,5476
"Pseudapis patellata (Magretti, 1884)",1925,1,5477
"Lasioglossum soror (Saunders, 1901)",1925,1,5478
"Lasioglossum aegyptiellum (Strand, 1909)",1925,1,5479
"Halictus tetrazonianellus Strand, 1909",1925,1,5480
"Andrena lepidii Ribble, 1968",1925,1,5481
"Perdita microsticta Timberlake, 1960",1925,1,5482
"Andrena maculipes Morawitz, 1876",1925,1,5483
"Colletes squamosus Morawitz, 1877",1925,1,5484
"Hypanthidium nigritulum Urban, 1998",1925,1,5485
"Colletes perezi Morice, 1904",1925,1,5486
"Hoplitis jheringii (Ducke, 1898)",1925,1,5487
"Osmia dives Mocsáry, 1877",1925,1,5488
"Osmia nana Morawitz, 1874",1925,1,5489
"Trachusa laticeps (Morawitz, 1874)",1925,1,5490
"Anthidium undulatum Dours, 1873",1925,1,5491
"Lipotriches aurodigitata Pauly, 2009",1925,1,5492
"Osmia austromaritima Michener, 1936",1925,1,5493
"Liotrigona parvula (Darchen, 1971)",1925,1,5494
"Braunsapis angolensis (Cockerell, 1933)",1925,1,5495
"Bombus czerskii Skorikov, 1910",1925,1,5496
"Sphecodes levis Lovell and Cockerell, 1907",1925,1,5497
"Leioproctus pango Donovan, 2007",1925,1,5498
"Megachile strenua Smith, 1879",1925,1,5499
"Melecta chinensis Cockerell, 1931",1925,1,5500
"Andrena melanospila Cockerell, 1918",1925,1,5501
"Xylocopa assimilis Ritsema, 1880",1925,1,5502
"Andrenopsis nigrifrons (Michener, 1965)",1926,1,5503
"Colletellus velutinus (Cockerell, 1929)",1926,1,5504
"Euryglossidia cyanescens (Cockerell, 1929)",1926,1,5505
"Euryglossidia eraduensis (Cockerell, 1929)",1926,1,5506
"Euryglossidia nigrescens (Cockerell, 1929)",1926,1,5507
"Euryglossidia viridescens (Cockerell, 1929)",1926,1,5508
"Exleycolletes pusillus (Cockerell, 1929)",1926,1,5509
"Asciocolletes opaculus (Cockerell, 1929)",1926,1,5510
"Odontocolletes rudissimus (Cockerell, 1929)",1926,1,5511
"Zosterocolletes worsfoldi (Cockerell, 1906)",1926,1,5512
"Lasioglossum lichatus (Smith, 1853)",1926,1,5513
"Ctenocolletes nicholsoni (Cockerell, 1929)",1926,1,5514
"Lasioglossum seminitens (Cockerell, 1929)",1926,1,5515
"Leioproctus nicholsoni (Cockerell, 1929)",1926,1,5516
"Trichocolletes chrysostomus (Cockerell, 1929)",1926,1,5517
"Trichocolletes rufibasis (Cockerell, 1929)",1926,1,5518
"Anthophora rhodothorax Michener, 1936",1926,1,5519
"Nomada crotchii Cresson, 1878",1926,1,5520
"Manuelia gayi (Spinola, 1851)",1926,1,5521
"Triepeolus sarothrinus (Cockerell, 1929)",1926,1,5522
"Triepeolus nigrihirtus Mitchell, 1962",1926,1,5523
"Pasites namibiensis Eardley, 1997",1926,1,5524
"Epeolus pygmaeorum Cockerell, 1932",1926,1,5525
"Braunsapis otavica (Cockerell, 1939)",1926,1,5526
"Tetraloniella watmoughi Eardley, 1989",1926,1,5527
"Patellapis malachurina (Cockerell, 1937)",1926,1,5528
"Dufourea versatilis (Bridwell, 1919)",1926,1,5529
"Ceylalictus variegatus (Olivier, 1789)",1926,1,5530
"Lasioglossum libericum (Cockerell, 1945)",1926,1,5531
"Eupetersia coerulea Blüthgen, 1928",1926,1,5532
"Patellapis abessinica (Friese, 1915)",1926,1,5533
"Eupetersia arnoldi Blüthgen, 1928",1926,1,5534
"Sphecodes capensis Cameron, 1905",1926,1,5535
"Nubenomia nubecula (Smith, 1875)",1926,1,5536
"Rediviva rufocincta (Cockerell, 1944)",1926,1,5537
"Ancylandrena atoposoma (Cockerell, 1934)",1926,1,5538
"Andrena eremophila Thorp and LaBerge, 2005",1926,1,5539
"Perdita micheneri Timberlake, 1956",1926,1,5540
"Andrena oenotherae Timberlake, 1937",1926,1,5541
"Andrena vernalis Mitchell, 1960",1926,1,5542
"Andrena subrubicunda LaBerge, 1986",1926,1,5543
"Perdita interserta Cockerell, 1922",1926,1,5544
"Panurgus catulus Warncke, 1972",1926,1,5545
"Panurgus ovatulus Warncke, 1972",1926,1,5546
"Panurgus farinosus Warncke, 1972",1926,1,5547
"Perdita swezeyi Timberlake, 1958",1926,1,5548
"Perdita yosemitensis Timberlake, 1962",1926,1,5549
"Euryglossa serrata Cockerell, 1927",1926,1,5550
"Hylaeus scutispinus (Alfken, 1914)",1926,1,5551
"Hylaeus stictifrons (Cockerell, 1936)",1926,1,5552
"Hylaeus imparilis Förster, 1871",1926,1,5553
"Hylaeus pilosulus (Pérez, 1903)",1926,1,5554
"Euryglossa maura Cockerell, 1927",1926,1,5555
"Hypanthidioides argentina (Urban, 1993)",1926,1,5556
"Megachile subrixator Cockerell, 1915",1926,1,5557
"Heriades impressa Schletterer, 1889",1926,1,5558
"Plesianthidium neli (Brauns, 1929)",1926,1,5559
"Ashmeadiella foveata Michener, 1939",1926,1,5560
"Osmia potentillae Michener, 1936",1926,1,5561
"Hoplitis mojavensis Michener, 1947",1926,1,5562
"Dianthidium plenum Timberlake, 1943",1926,1,5563
"Megachile parancinnula Cockerell, 1937",1926,1,5564
"Protandrena virginica (Cockerell, 1907)",1926,1,5565
"Andrena aurihirta Donovan, 1977",1926,1,5566
"Andrena blaisdelli Cockerell, 1924",1926,1,5567
"Andrena cryptanthae Timberlake, 1951",1926,1,5568
"Calliopsis pugionis Cockerell, 1925",1926,1,5569
"Diadasia laticauda Cockerell, 1905",1926,1,5570
"Euglossa apiformis Schrottky, 1911",1926,1,5571
"Megachile gravita Mitchell, 1934",1926,1,5572
"Osmia latisulcata Michener, 1936",1926,1,5573
"Amegilla montivaga (Fedtschenko, 1875)",1926,1,5574
"Ceratina dallatorreana Friese, 1896",1926,1,5575
"Amegilla amymone (Bingham, 1896)",1926,1,5576
"Bombus rotundiceps Friese, 1916",1926,1,5577
"Heterotrigona moorei (Schwarz, 1937)",1926,1,5578
"Augochloropsis maroniana (Cockerell, 1918)",1926,1,5579
"Lasioglossum pseudocaspicum (Blüthgen, 1923)",1926,1,5580
"Andrena walleyi Cockerell, 1932",1926,1,5581
"Coelioxys angulatus Smith, 1870",1926,1,5582
"Leioproctus ibex (Cockerell, 1914)",1926,1,5583
"Hemirhiza melliceps (Cockerell, 1918)",1926,1,5584
"Eulonchopria psaenythioides Brèthes, 1909",1926,1,5585
"Colletes chengtehensis Yasumatsu, 1935",1926,1,5586
"Coelioxys kualanus Cockerell, 1927",1926,1,5587
"Megachile faceta Bingham, 1897",1926,1,5588
"Megachile holosericea (Fabricius, 1793)",1926,1,5589
"Hoplitis bidenticauda (Timberlake and Michener, 1950)",1926,1,5590
"Megachile kohtaoensis Cockerell, 1927",1926,1,5591
"Melipona salti Schwarz, 1932",1926,1,5592
"Epeolus inornatus Onuferko, 2018",1926,1,5593
"Conanthalictus bakeri Crawford, 1907",1926,1,5594
"Leioproctus fulvescens (Smith, 1876)",1926,1,5595
"Andrena nigripes Provancher, 1895",1926,1,5596
"Eucera spectabilis (Morawitz, 1875)",1926,1,5597
"Leioproctus_sensu_lato albovittatus (Cockerell, 1929)",1926,1,5598
"Euryglossa goodeniae Cockerell, 1926",1927,1,5599
"Triepeolus townsendi Cockerell, 1907",1927,1,5600
"Austroplebeia cincta (Mocsáry, 1898)",1927,1,5601
"Lasioglossum eurhodopus (Cockerell, 1914)",1927,1,5602
"Lasioglossum polygoni (Cockerell, 1929)",1927,1,5603
"Lasioglossum tamburinei (Friese, 1917)",1927,1,5604
"Lasioglossum victoriae (Cockerell, 1926)",1927,1,5605
"Lasioglossum forresti (Cockerell, 1906)",1927,1,5606
"Megachile fulvomarginata Cockerell, 1906",1927,1,5607
"Anthophora vidua (Klug, 1845)",1927,1,5608
"Xenoglossodes crenulaticornis (Cockerell, 1898)",1927,1,5609
"Melissodes melanurus (Cockerell, 1916)",1927,1,5610
"Anthophorula scapalis (Timberlake, 1980)",1927,1,5611
"Sphecodopsis villosa (Friese, 1909)",1927,1,5612
"Xenoglossodes flagellicornis (Smith, 1879)",1927,1,5613
"Triepeolus timberlakei Cockerell, 1929",1927,1,5614
"Nomada timberlakei Broemeling, 1989",1927,1,5615
"Eucera syriaca Dalla Torre, 1896",1927,1,5616
"Thyreus picaron Lieftinck, 1968",1927,1,5617
"Eucera lepida (Cresson, 1878)",1927,1,5618
"Lasioglossum rupticristum McGinley, 1986",1927,1,5619
"Lasioglossum lepidii (Graenicher, 1927)",1927,1,5620
"Dufourea linanthi Timberlake, 1939",1927,1,5621
"Dufourea oenotherae Timberlake, 1939",1927,1,5622
"Calliopsis philiphunteri Shinn and Engel, 2003",1927,1,5623
"Perdita bicuspidariae Timberlake, 1962",1927,1,5624
"Protandrena readioi (Michener, 1952)",1927,1,5625
"Andrena bucculenta LaBerge and Ribble, 1972",1927,1,5626
"Perdita eucnides Timberlake, 1964",1927,1,5627
"Perdita beata Cockerell, 1895",1927,1,5628
"Perdita mohavensis Timberlake, 1956",1927,1,5629
"Perdita nigridia Timberlake, 1962",1927,1,5630
"Perdita rivalis Timberlake, 1958",1927,1,5631
"Perdita proxima Timberlake, 1958",1927,1,5632
"Perdita prosopidis Timberlake, 1964",1927,1,5633
"Andrena pauxilla Stoeckhert, 1935",1927,1,5634
"Panurginus albopilosus (Lucas, 1849)",1927,1,5635
"Stelis calliphorina (Cockerell, 1911)",1927,1,5636
"Colletes bulbotibialis Stephen, 1954",1927,1,5637
"Atoposmia anthodyta (Michener, 1943)",1927,1,5638
"Hoplitis louisae (Cockerell, 1934)",1927,1,5639
"Osmia thysanisca Michener, 1957",1927,1,5640
"Ashmeadiella difugita Michener, 1939",1927,1,5641
"Leioproctus purpureus (Smith, 1853)",1927,1,5642
"Palaeorhiza flavomellea Cockerell, 1910",1927,1,5643
"Hylaeus asperithorax (Rayment, 1927)",1927,1,5644
"Brachyhesma cooki Michener, 1965",1927,1,5645
"Scrapter albitarsis (Friese, 1909)",1927,1,5646
"Scrapter aureifera Cockerell, 1932",1927,1,5647
"Caupolicana notabilis (Smith, 1861)",1927,1,5648
"Hoplitis longispina (Pérez, 1895)",1927,1,5649
"Anthidium spiniventre Friese, 1899",1927,1,5650
"Epanthidium joergenseni (Friese, 1908)",1927,1,5651
"Coelioxys acanthopyga Alfken, 1940",1927,1,5652
"Coelioxys nasutus Friese, 1904",1927,1,5653
"Pseudoanthidium tergofasciatum (Pasteels, 1984)",1927,1,5654
"Megachile cochisiana Mitchell, 1934",1927,1,5655
"Megachile zapoteca Cresson, 1878",1927,1,5656
"Wainia sakaniensis (Cockerell, 1936)",1927,1,5657
"Othinosmia namana (Strand, 1912)",1927,1,5658
"Nomada whiteheadi Eardley and Schwarz, 1991",1927,1,5659
"Perdita exilis Timberlake, 1962",1927,1,5660
"Perdita fulvicauda Timberlake, 1962",1927,1,5661
"Perdita malacothricis Timberlake, 1956",1927,1,5662
"Perdita numerata Cockerell, 1895",1927,1,5663
"Calliopsis phaceliae (Timberlake, 1952)",1927,1,5664
"Conanthalictus namatophilus Timberlake, 1961",1927,1,5665
"Megachile nelsoni Mitchell, 1936",1927,1,5666
"Hoplitis bullifacies Michener, 1947",1927,1,5667
"Osmia marginata Michener, 1936",1927,1,5668
"Euryglossa geminata Cockerell, 1911",1927,1,5669
"Tetragonula rufibasalis (Cockerell, 1918)",1927,1,5670
"Anthophora perlustrata Priesner, 1957",1927,1,5671
"Epimelissodes machaerantherae (Cockerell, 1904)",1927,1,5672
"Anthophora namaquensis Eardley and Brooks, 1989",1927,1,5673
"Ceratina gnoma Eardley and Daly, 2007",1927,1,5674
"Tarsalia hirtipes Morawitz, 1894",1927,1,5675
"Eulaema parapolyzona M. L. Oliveira, 2006",1927,1,5676
"Epeolus fulviventris Bischoff, 1923",1927,1,5677
"Thyreus tschoffeni (Vachal, 1903)",1927,1,5678
"Heterotrigona lamingtonia (Cockerell, 1929)",1927,1,5679
"Braunsapis reducta (Cockerell, 1916)",1927,1,5680
"Xylocopa zonata Alfken, 1930",1927,1,5681
