n,scientificName,source,database_id,species,family,subfamily,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,doiORurl,publicationYear,Notes,Auth,Title of paper,verbatimScientificName,.invalidName,taxonRank
2,"Ceratina claripennis Friese, 1917",NA,BeeBDC_TempCode_154,Ceratina claripennis,Apidae,Xylocopinae,Ceratina,NA,claripennis,NA,"Friese, 1917",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Ceratina claripennis Friese, 1917",TRUE,NA
1,"Andrena solutiscopa Scheuchl, 2005",NA,BeeBDC_TempCode_155,Andrena solutiscopa,Andrenidae,Andreninae,Andrena,NA,solutiscopa,NA,"Scheuchl, 2005",http://www.atlashymenoptera.net/biblio/01500/Gruenwaldt_et_al_2005_Neue_Andrena_arten.pdf,2005,NA,MCO,NA,"Andrena solutiscopa Scheuchl, 2005",TRUE,NA
1,"Lasioglossum tauricum Ebmer, 1972",NA,BeeBDC_TempCode_156,Lasioglossum tauricum,Halictidae,Halictinae,Lasioglossum,NA,tauricum,NA,"Ebmer, 1972",https://onlinelibrary.wiley.com/doi/pdf/10.1002/mmnz.19720480202?casa_token=oNGfYEWP6-AAAAAA:RXPVjxFTTd-mBRKp2Ej9X2rPkuClu3jc89zNm3sIJ1x09pQntnvsTtamDZYVIbddu34BXZ_yW-i9gA4,1972,NA,MCO,NA,"Lasioglossum tauricum Ebmer, 1972",TRUE,NA
5,"Melecta chalybeia (Lieftinck, 1972)",NA,BeeBDC_TempCode_157,Melecta chalybeia,Apidae,Apinae,Melecta,NA,chalybeia,NA,"(Lieftinck, 1972)",http://www.atlashymenoptera.net/biblio/01500/Lieftinck_1972_Further_studies_Old_World_Melectine_Bees_full.pdf,1972,NA,MCO,NA,"Melecta chalybeia (Lieftinck, 1972)",TRUE,NA
1,"Anthidium fulviventre Friese, 1917",NA,BeeBDC_TempCode_158,Anthidium fulviventre,Megachilidae,Megachilinae,Anthidium,NA,fulviventre,NA,"Friese, 1917",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Anthidium fulviventre Friese, 1917",TRUE,NA
2,"Pseudoheriades rufomandibulata (Gupta and Sharma, 1993)",NA,BeeBDC_TempCode_159,Pseudoheriades rufomandibulata,Megachilidae,Megachilinae,Pseudoheriades,NA,rufomandibulata,NA,"(Gupta and Sharma, 1993)",https://www.researchgate.net/publication/373823399_New_distributional_record_of_Anthidiine_bee_Apoidea_Megachilidae_from_Ladakh_India_and_a_checklist_of_the_family_Megachilidae_Latreille_1802_Hymenoptera_Insecta_of_India,2023,NA,MCO,NA,"Pseudoheriades rufomandibulata (Gupta and Sharma, 1993)",TRUE,NA
2,"Macronomia katonana (Strand, 1913)",NA,BeeBDC_TempCode_160,Macronomia katonana,Halictidae,NA,Macronomia,NA,katonana,NA,"(Strand, 1913)",biodiversitylibrary.org/page/13320473,1913,"originally Nomia katonana, then Lipotriches. Combined in Eardley and  Urban 2006, African Entomology 14(1):161-174",NJ,NA,"Macronomia katonana (Strand, 1913)",TRUE,NA
10,"Noteriades spinosa Griswold and Gonzalez, 2011",NA,BeeBDC_TempCode_161,Noteriades spinosa,Megachilidae,Megachilinae,Noteriades,NA,spinosa,NA,"Griswold and Gonzalez, 2011",10.3897/zookeys.159.2283,2011,NA,NJ,NA,"Noteriades spinosa Griswold and Gonzalez, 2011",TRUE,NA
9,"Augochlora mourei Michener, 1954",NA,BeeBDC_TempCode_162,Augochlora mourei,Halictidae,Halictinae,Augochlora,NA,mourei,NA,"Michener, 1954",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1114&context=bee_lab_mc,1954,Originally Described as a subspecies under mulleri,NJ,NA,"Augochlora mourei Michener, 1954",TRUE,NA
6,"Hypanthidium costaricense (Friese, 1917)",NA,BeeBDC_TempCode_163,Hypanthidium costaricense,Megachilidae,Megachilinae,Hypanthidium,NA,costaricense,NA,"(Friese, 1917)",https://www.biodiversitylibrary.org/page/8826443#page/741/mode/1up,1917,described under Anthidium,NJ,NA,"Hypanthidium costaricense (Friese, 1917)",TRUE,NA
3,"Andrena paradisaea Warncke, 1975",NA,BeeBDC_TempCode_164,Andrena paradisaea,Andrenidae,Andreninae,Andrena,NA,paradisaea,NA,"Warncke, 1975",https://doi.org/ 10.11646/zootaxa.4374.2.1,2018,NA,NJ,NA,"Andrena paradisaea Warncke, 1975",TRUE,NA
4,"Lasioglossum gedehense (Friese, 1914)",NA,BeeBDC_TempCode_166,Lasioglossum gedehense,Halictidae,Halictinae,Lasioglossum,NA,gedehense,NA,"(Friese, 1914)",https://www.biodiversitylibrary.org/page/10860619#page/110/mode/1up,1914,description is in an appendix to the chapter,NJ,NA,"Lasioglossum gedehense (Friese, 1914)",TRUE,NA
6,"Xylocopa punctigena Maa, 1938",NA,BeeBDC_TempCode_167,Xylocopa punctigena,Apidae,Xylocopinae,Xylocopa,NA,punctigena,NA,"Maa, 1938",faunaofindia.nic.in/PDFVolumes/records/040/03/0265-0329.pdf,1938,NA,NJ,NA,"Xylocopa punctigena Maa, 1938",TRUE,NA
5,"Paracorynurella difficillima (Ducke, 1906)",NA,BeeBDC_TempCode_168,Paracorynurella difficillima,Halictidae,Halictinae,Paracorynurella,NA,difficillima,NA,"(Ducke, 1906)",DOI:Â 10.1111/j.1365-3113.2009.00491.x,2010,NA,NJ,NA,"Paracorynurella difficillima (Ducke, 1906)",TRUE,NA
2,"Brachyglossula schlumpbergeri Compagnucci and Roig-Alsina, 2012",NA,BeeBDC_TempCode_170,Brachyglossula schlumpbergeri,Colletidae,Neopasiphaeinae,Brachyglossula,NA,schlumpbergeri,NA,"Compagnucci and Roig-Alsina, 2012",https://ri.conicet.gov.ar/bitstream/handle/11336/57120/CONICET_Digital_Nro.fd26667c-2a77-4f49-9802-8da7faca3686_A.pdf?sequence=2&isAllowed=y,2012,NA,NJ,NA,"Brachyglossula schlumpbergeri Compagnucci and Roig-Alsina, 2012",TRUE,NA
2,"Megachile sladeni Friese, 1903",NA,BeeBDC_TempCode_171,Megachile sladeni,Megachilidae,Megachilinae,Megachile,NA,sladeni,NA,"Friese, 1903",https://www.biodiversitylibrary.org/item/48816#page/269/mode/1up,1903,NA,NJ,NA,"Megachile sladeni Friese, 1903",TRUE,NA
2,"Halictus vansoni Cockerell, 1935",NA,BeeBDC_TempCode_172,Halictus vansoni,Halictidae,Halictinae,Halictus,NA,vansoni,NA,"Cockerell, 1935",https://journals.co.za/doi/epdf/10.10520/AJA00411752_521,1935,NA,NJ,NA,"Halictus vansoni Cockerell, 1935",TRUE,NA
3,"Andrena persica Wood, 2021",NA,BeeBDC_TempCode_173,Andrena persica,Andrenidae,Andreninae,Andrena,NA,persica,NA,"Wood, 2021",10.11646/ZOOTAXA.4933.4.1,2021,NA,NJ,NA,"Andrena persica Wood, 2021",TRUE,NA
2,"Geodiscelis antiminera Ferrari, 2015",NA,BeeBDC_TempCode_174,Geodiscelis antiminera,Colletidae,Xeromelissinae,Geodiscelis,NA,antiminera,NA,"Ferrari, 2015",10.11646/zootaxa.4033.2.10,2015,NA,NJ,NA,"Geodiscelis antiminera Ferrari, 2015",TRUE,NA
1,"Palaeorhiza malachisis (Smith, 1859)",NA,BeeBDC_TempCode_175,Palaeorhiza malachisis,Colletidae,Hylaeinae,Palaeorhiza,NA,malachisis,NA,"(Smith, 1859)",https://archive.org/details/ants_10342/10342/,1859,theres some strangeness with friese also describing a prosopis malachisis (but this was synomyised under Palaeorhiza imperialis (Smith). See: https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1198&context=bee_lab_bo,NJ,NA,"Palaeorhiza malachisis (Smith, 1859)",TRUE,NA
2,"Psaenythia gerstaeckeri Friese, 1908",NA,BeeBDC_TempCode_176,Psaenythia gerstaeckeri,Andrenidae,Panurginae,Psaenythia,NA,gerstaeckeri,NA,"Friese, 1908",https://www.biodiversitylibrary.org/item/49778#page/42/mode/1up,1908,NA,NJ,NA,"Psaenythia gerstaeckeri Friese, 1908",TRUE,NA
1,"Lasioglossum congoense (Friese, 1921)",NA,BeeBDC_TempCode_177,Lasioglossum congoense,Halictidae,Halictinae,Lasioglossum,NA,congoense,NA,"(Friese, 1921)",https://www.biodiversitylibrary.org/item/156413#page/556/mode/1up,1921,NA,NJ,NA,"Lasioglossum congoense (Friese, 1921)",TRUE,NA
14,"Euryglossa aulaca (Hogendoorn and Leijs, 2015)",NA,BeeBDC_TempCode_178,Euryglossa aulaca,Colletidae,Euryglossinae,Euryglossa,NA,aulaca,NA,"(Hogendoorn and Leijs, 2015)",https://doi.org/10.3897/zookeys.520.6185,2015,NA,NJ,NA,"Euryglossa aulaca (Hogendoorn and Leijs, 2015)",TRUE,NA
2,"Mourecotelles subandinus (Toro and Cabezas, 1978)",NA,BeeBDC_TempCode_179,Mourecotelles subandinus,Colletidae,Colletinae,Mourecotelles,NA,subandinus,NA,"(Toro and Cabezas, 1978)",https://bibliotecadigital.ciren.cl/server/api/core/bitstreams/f23ed05d-ae2c-486a-95e0-781a7685acca/content,1978,NA,NJ,NA,"Mourecotelles subandinus (Toro and Cabezas, 1978)",TRUE,NA
3,"Osmia brevipes van der Zanden, 1994",NA,BeeBDC_TempCode_180,Osmia brevipes,Megachilidae,Megachilinae,Osmia,NA,brevipes,NA,"van der Zanden, 1994",https://archive.org/details/linzer-lbb-0026-2-1113-1124,1994,NA,NJ,NA,"Osmia brevipes van der Zanden, 1994",TRUE,NA
9,"Anthidium calchaqui Gonzalez and Griswold, 2013",NA,BeeBDC_TempCode_181,Anthidium calchaqui,Megachilidae,Megachilinae,Anthidium,NA,calchaqui,NA,"Gonzalez and Griswold, 2013",https://doi.org/10.1111/zoj.12017,2013,NA,NJ,NA,"Anthidium calchaqui Gonzalez and Griswold, 2013",TRUE,NA
4,"Ceylalictus sylvestris Pesenko and Pauly, 2001",NA,BeeBDC_TempCode_182,Ceylalictus sylvestris,Halictidae,Halictinae,Ceylalictus,NA,sylvestris,NA,"Pesenko and Pauly, 2001",http://www.atlashymenoptera.net/biblio/00500/Pauly_et_al_2001_Apoidea_Madagascar%20OCR_compact.pdf,2001,NA,NJ,NA,"Ceylalictus sylvestris Pesenko and Pauly, 2001",TRUE,NA
4,"Maynenomia lonavlaensis Pauly, 2009",NA,BeeBDC_TempCode_183,Maynenomia lonavlaensis,Halictidae,NA,Maynenomia,NA,lonavlaensis,NA,"Pauly, 2009",https://biblio.naturalsciences.be/rbins-publications/bulletin-of-the-royal-belgian-institute-of-natural-sciences-biologie/79-2009/entomologie-79-2009_151-229.pdf,2009,NA,NJ,NA,"Maynenomia lonavlaensis Pauly, 2009",TRUE,NA
1,"Austronomia parcana (Strand, 1913)",NA,BeeBDC_TempCode_184,Austronomia parcana,Halictidae,NA,Austronomia,NA,parcana,NA,"(Strand, 1913)",Type photo: http://twinsecttype.nmns.edu.tw/specimen/?id=NMNS-SDEI-01080,1913,"Journal article is this, but I can only find vol 1 & 2 on BHL: H Sauter’s Formosa-Ausbeute Apidae I: Strand 1913  Supplementa Entomologica, No. 2, 1913.",NJ,NA,"Austronomia parcana (Strand, 1913)",TRUE,NA
1,"Hoplitis tenuicornis (Morawitz, 1875)",NA,BeeBDC_TempCode_185,Hoplitis tenuicornis,Megachilidae,Megachilinae,Hoplitis,NA,tenuicornis,NA,"(Morawitz, 1875)",https://inpn.mnhn.fr/docs-web/docs/download/142870,1875,NA,NJ,NA,"Hoplitis tenuicornis (Morawitz, 1875)",TRUE,NA
2,"Ceratina egeria Nurse, 1904",NA,BeeBDC_TempCode_186,Ceratina egeria,Apidae,Xylocopinae,Ceratina,NA,egeria,NA,"Nurse, 1904",https://www.biodiversitylibrary.org/item/18581#page/652/mode/thumb; https://doi.org/10.11646/zootaxa.2455.1.1,1904,now synonymised under nomioides (as of 2010 afrotropical catalogue),NJ,NA,"Ceratina egeria Nurse, 1904",TRUE,NA
2,"Augochlora_sensu_lato laneifrons (Vachal, 1911)",NA,BeeBDC_TempCode_187,Augochlora_sensu_lato laneifrons,Halictidae,Halictinae,Augochlora,NA,laneifrons,NA,"(Vachal, 1911)",https://www.biotaxa.org/Zootaxa/article/view/zootaxa.3442.1.1,2012,NA,NJ,NA,"Augochlora_sensu_lato laneifrons (Vachal, 1911)",TRUE,NA
1,"Megachile dalmeidai Moure, 1944",NA,BeeBDC_TempCode_188,Megachile dalmeidai,Megachilidae,Megachilinae,Megachile,NA,dalmeidai,NA,"Moure, 1944",https://www.biodiversitylibrary.org/part/168109,1944,NA,NJ,NA,"Megachile dalmeidai Moure, 1944",TRUE,NA
1,"Megachile vandeveldii (Meunier, 1888)",NA,BeeBDC_TempCode_189,Megachile vandeveldii,Megachilidae,Megachilinae,Megachile,NA,vandeveldii,NA,"(Meunier, 1888)",https://www.biodiversitylibrary.org/page/3267501#page/1/mode/1up,1997,likely lost type & monobasic,NJ,NA,"Megachile vandeveldii (Meunier, 1888)",TRUE,NA
2,"Andrena shteinbergi Osytshnjuk, 1993",NA,BeeBDC_TempCode_190,Andrena shteinbergi,Andrenidae,Andreninae,Andrena,NA,shteinbergi,NA,"Osytshnjuk, 1993",https://www.zobodat.at/pdf/ENT_0021_0381-0454.pdf,2000,NA,NJ,NA,"Andrena shteinbergi Osytshnjuk, 1993",TRUE,NA
3,"Andrena cyrenaica Kratochwil, 2015",NA,BeeBDC_TempCode_191,Andrena cyrenaica,Andrenidae,Andreninae,Andrena,NA,cyrenaica,NA,"Kratochwil, 2015",https://www.zobodat.at/pdf/LBB_0047_2_1403-1437.pdf,2015,NA,NJ,NA,"Andrena cyrenaica Kratochwil, 2015",TRUE,NA
1,"Flavomeliturgula berangeriae Patiny, 2002",NA,BeeBDC_TempCode_192,Flavomeliturgula berangeriae,Andrenidae,Panurginae,Flavomeliturgula,NA,berangeriae,NA,"Patiny, 2002",https://www.researchgate.net/publication/233843836_New_species_of_Panurginae_Hymenoptera_Apoidea_Andrenidae_from_South_of_West-Palearctic,2002,NA,NJ,NA,"Flavomeliturgula berangeriae Patiny, 2002",TRUE,NA
1,"Megachile varipes Vachal, 1908",NA,BeeBDC_TempCode_193,Megachile varipes,Megachilidae,Megachilinae,Megachile,NA,varipes,NA,"Vachal, 1908",https://www.biodiversitylibrary.org/item/81023#page/238/mode/1up (original); https://www.researchgate.net/publication/263543744_New_combinations_and_synonymies_of_leafcutter_and_mason_bees_of_the_Americas_Megachile_Hymenoptera_Megachilidae,1908,NA,NJ,NA,"Megachile varipes Vachal, 1908",TRUE,NA
3,"Andrena maximiliani Scheuchl, 2009",NA,BeeBDC_TempCode_194,Andrena maximiliani,Andrenidae,Andreninae,Andrena,NA,maximiliani,NA,"Scheuchl, 2009",https://www.zobodat.at/pdf/LBB_0041_1_0963-0968.pdf,2009,NA,NJ,NA,"Andrena maximiliani Scheuchl, 2009",TRUE,NA
1,"Andrena kunmingica Xu and Tadauchi, 2012",NA,BeeBDC_TempCode_195,Andrena kunmingica,Andrenidae,Andreninae,Andrena,NA,kunmingica,NA,"Xu and Tadauchi, 2012",https://catalog.lib.kyushu-u.ac.jp/opac_download_md/22056/p097.pdf,2012,NA,NJ,NA,"Andrena kunmingica Xu and Tadauchi, 2012",TRUE,NA
2,"Hylaeus luna Chen and Xu, 2009",NA,BeeBDC_TempCode_196,Hylaeus luna,Colletidae,Hylaeinae,Hylaeus,NA,luna,NA,"Chen and Xu, 2009",https://www.researchgate.net/publication/291732868_A_key_to_species_of_the_genus_Hylaeus_Hymenoptera_Colletidae_from_mainland_of_China_with_descriptions_of_new_species_and_new_records,2009,NA,NJ,NA,"Hylaeus luna Chen and Xu, 2009",TRUE,NA
1,"Lasioglossum bivarum (Vachal, 1904)",NA,BeeBDC_TempCode_197,Lasioglossum bivarum,Halictidae,Halictinae,Lasioglossum,NA,bivarum,NA,"(Vachal, 1904)",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,NJ,NA,"Lasioglossum bivarum (Vachal, 1904)",TRUE,NA
1,"Lasioglossum acherontion Ebmer, 1978",NA,BeeBDC_TempCode_199,Lasioglossum acherontion,Halictidae,Halictinae,Lasioglossum,NA,acherontion,NA,"Ebmer, 1978",https://www.zobodat.at/pdf/LBB_0010_1_0001-0109.pdf,1978,NA,NJ,NA,"Lasioglossum acherontion Ebmer, 1978",TRUE,NA
2,"Amegilla expleta (Vachal, 1910)",NA,BeeBDC_TempCode_200,Amegilla expleta,Apidae,Apinae,Amegilla,NA,expleta,NA,"(Vachal, 1910)",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,NJ,NA,"Amegilla expleta (Vachal, 1910)",TRUE,NA
7,"Spinolapis nitidiventris (Compagnucci and Roig-Alsina, 2008)",NA,BeeBDC_TempCode_201,Spinolapis nitidiventris,Colletidae,Neopasiphaeinae,Spinolapis,NA,nitidiventris,NA,"(Compagnucci and Roig-Alsina, 2008)",10.22179/REVMACN.10.286,2008,NA,NJ,NA,"Spinolapis nitidiventris (Compagnucci and Roig-Alsina, 2008)",TRUE,NA
1,"Mellitidia nigricus (Hirashima, 1967)",NA,BeeBDC_TempCode_202,Mellitidia nigricus,Halictidae,Nomiinae,Mellitidia,NA,nigricus,NA,"(Hirashima, 1967)",https://catalog.lib.kyushu-u.ac.jp/opac_download_md/22764/p311.pdf,1967,NA,NJ,NA,"Mellitidia nigricus (Hirashima, 1967)",TRUE,NA
1,"Coelioxys holmbergi Schrottky, 1920",NA,BeeBDC_TempCode_203,Coelioxys holmbergi,Megachilidae,Megachilinae,Coelioxys,NA,holmbergi,NA,"Schrottky, 1920",https://www.biodiversitylibrary.org/page/10804437#page/661/mode/1up,1920,NA,NJ,NA,"Coelioxys holmbergi Schrottky, 1920",TRUE,NA
1,"Augochlora igniventris (Vachal, 1911)",NA,BeeBDC_TempCode_204,Augochlora igniventris,Halictidae,Halictinae,Augochlora,NA,igniventris,NA,"(Vachal, 1911)",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,NJ,NA,"Augochlora igniventris (Vachal, 1911)",TRUE,NA
59,"Hylaeus haladanius Dathe, 2015",NA,BeeBDC_TempCode_205,Hylaeus haladanius,Colletidae,Hylaeinae,Hylaeus,NA,haladanius,NA,"Dathe, 2015",https://www.researchgate.net/publication/347918546_Studies_on_the_systematics_and_taxonomy_of_the_genus_Hylaeus_F_9_Supplement_to_the_taxonomy_and_distribution_of_Afrotropical_Hylaeus_F_species_Hymenoptera_Anthophila_Colletidae,2015,NA,NJ,NA,"Hylaeus haladanius Dathe, 2015",TRUE,NA
112,"Andrena tringoides Osytshnjuk, 1993",NA,BeeBDC_TempCode_206,Andrena tringoides,Andrenidae,Andreninae,Andrena,NA,tringoides,NA,"Osytshnjuk, 1993",https://archive.org/details/sim_entomological-review_1994-01_73_1/page/88/mode/2up,1993,NA,NJ,NA,"Andrena tringoides Osytshnjuk, 1993",TRUE,NA
4,"Lasioglossum aruwimiense (Strand, 1911)",NA,BeeBDC_TempCode_207,Lasioglossum aruwimiense,Halictidae,Halictinae,Lasioglossum,NA,aruwimiense,NA,"(Strand, 1911)",https://archive.org/details/wissenschaftlich03adol/page/140/mode/2up,1911,NA,NJ,NA,"Lasioglossum aruwimiense (Strand, 1911)",TRUE,NA
2,"Coelioxys scutellaris Schrottky, 1902",NA,BeeBDC_TempCode_208,Coelioxys scutellaris,Megachilidae,Megachilinae,Coelioxys,NA,scutellaris,NA,"Schrottky, 1902",https://www.biodiversitylibrary.org/item/49778#page/82/mode/1up,1908,working from the description of C. fulvipes which was later synonymised under scuterllaris,NJ,NA,"Coelioxys scutellaris Schrottky, 1902",TRUE,NA
1,"Amegilla tubifera (Cockerell, 1933)",NA,BeeBDC_TempCode_209,Amegilla tubifera,Apidae,Apinae,Amegilla,NA,tubifera,NA,"(Cockerell, 1933)",https://doi.org/10.11646/zootaxa.2455.1.1,2010,"cant find reference, one specimen referenced in 2010 catalogue",NJ,NA,"Amegilla tubifera (Cockerell, 1933)",TRUE,NA
1,"Elaphropoda pulcherrima Wu, 1985",NA,BeeBDC_TempCode_210,Elaphropoda pulcherrima,Apidae,Apinae,Elaphropoda,NA,pulcherrima,NA,"Wu, 1985",https://archive.org/details/2bba326a52b7e04f3ad76ab54bdd19ae9252bd05/page/n1/mode/2up,1985,NA,NJ,NA,"Elaphropoda pulcherrima Wu, 1985",TRUE,NA
1,"Megachile albolineata Cameron, 1897",NA,BeeBDC_TempCode_211,Megachile albolineata,Megachilidae,Megachilinae,Megachile,NA,albolineata,NA,"Cameron, 1897",https://www.biodiversitylibrary.org/item/109914#page/190/mode/1up,1897,NA,NJ,NA,"Megachile albolineata Cameron, 1897",TRUE,NA
1,"Colletes morawitzensis Kuhlmann and Proshchalykin, 2015",NA,BeeBDC_TempCode_212,Colletes morawitzensis,Colletidae,Colletinae,Colletes,NA,morawitzensis,NA,"Kuhlmann and Proshchalykin, 2015",https://mapress.com/zt/article/view/zootaxa.3949.4.4,2015,NA,NJ,NA,"Colletes morawitzensis Kuhlmann and Proshchalykin, 2015",TRUE,NA
1,"Colletes dlusskyi Kuhlmann and Proshchalykin, 2015",NA,BeeBDC_TempCode_213,Colletes dlusskyi,Colletidae,Colletinae,Colletes,NA,dlusskyi,NA,"Kuhlmann and Proshchalykin, 2015",https://www.researchgate.net/publication/307881652_A_new_species_of_the_genus_Colletes_Latreille_1802_Hymenoptera_Colletidae_from_Azerbaijan,2015,NA,NJ,NA,"Colletes dlusskyi Kuhlmann and Proshchalykin, 2015",TRUE,NA
2,"Centris flavopilosa Friese, 1925",NA,BeeBDC_TempCode_214,Centris flavopilosa,Apidae,Apinae,Centris,NA,flavopilosa,NA,"Friese, 1925","Neue neotropische bienenarten, zugleich II. Nachtrag zur Bienenfauna von Costa Rica. Stettiner Entomologische Zeitung, 86, 1?41.",1925,"types (""couple"") described as lost in this paper: 10.11646/ZOOTAXA.4820.2.2",NJ,NA,"Centris flavopilosa Friese, 1925",TRUE,NA
2,"Liphanthus aliavenus Mir Sharifi and Packer, 2019",NA,BeeBDC_TempCode_215,Liphanthus aliavenus,Andrenidae,Panurginae,Liphanthus,NA,aliavenus,NA,"Mir Sharifi and Packer, 2019",10.11646/ZOOTAXA.4645.1.1,2019,NA,NJ,NA,"Liphanthus aliavenus Mir Sharifi and Packer, 2019",TRUE,NA
5,"Melissoptila aliceae Urban, 1998",NA,BeeBDC_TempCode_216,Melissoptila aliceae,Apidae,Apinae,Melissoptila,NA,aliceae,NA,"Urban, 1998",https://www.researchgate.net/publication/262558957_New_species_of_Melissoptila_Holmberg_from_South_America_and_taxonomic_notes_Hymenoptera_Anthophoridae,1998,NA,NJ,NA,"Melissoptila aliceae Urban, 1998",TRUE,NA
22,"Lasioglossum paralphenum Sakagami, Ebmer and Tadauchi, 1996",NA,BeeBDC_TempCode_217,Lasioglossum paralphenum,Halictidae,Halictinae,Lasioglossum,NA,paralphenum,NA,"Sakagami, Ebmer and Tadauchi, 1996",https://www.researchgate.net/publication/255599750_The_Halictine_Bees_of_Sri_Lanka_and_the_Vicinity,1996,NA,NJ,NA,"Lasioglossum paralphenum Sakagami, Ebmer and Tadauchi, 1996",TRUE,NA
75,"Osiris duckei Friese, 1930",NA,BeeBDC_TempCode_218,Osiris duckei,Apidae,Apinae,Osiris,NA,duckei,NA,"Friese, 1930",https://www.mapress.com/zt/article/view/zootaxa.5188.3.1,2022,NA,NJ,NA,"Osiris duckei Friese, 1930",TRUE,NA
1,"Psaenythia hesperidium Holmberg, 1921",NA,BeeBDC_TempCode_219,Psaenythia hesperidium,Andrenidae,Panurginae,Psaenythia,NA,hesperidium,NA,"Holmberg, 1921",https://www.biodiversitylibrary.org/item/50891#page/346/mode/1up,1921,NA,NJ,NA,"Psaenythia hesperidium Holmberg, 1921",TRUE,NA
1,"Megachile krebsiana Strand, 1911",NA,BeeBDC_TempCode_220,Megachile krebsiana,Megachilidae,Megachilinae,Megachile,NA,krebsiana,NA,"Strand, 1911",https://ia803102.us.archive.org/4/items/biostor-192905/biostor-192905.pdf,1911,NA,NJ,NA,"Megachile krebsiana Strand, 1911",TRUE,NA
2,"Chilicola orophila Toro and Moldenke, 1979",NA,BeeBDC_TempCode_221,Chilicola orophila,Colletidae,Xeromelissinae,Chilicola,NA,orophila,NA,"Toro and Moldenke, 1979",https://www.biodiversitylibrary.org/item/257263#page/131/mode/1up,1979,NA,NJ,NA,"Chilicola orophila Toro and Moldenke, 1979",TRUE,NA
1,"Austrostelis flava (Friese, 1925)",NA,BeeBDC_TempCode_222,Austrostelis flava,Megachilidae,Megachilinae,Austrostelis,NA,flava,NA,"(Friese, 1925)",https://doi.org/10.1080/00222933.2017.1406167,2017,NA,NJ,NA,"Austrostelis flava (Friese, 1925)",TRUE,NA
25,"Hylaeus ikudomei Chen and Xu, 2013",NA,BeeBDC_TempCode_223,Hylaeus ikudomei,Colletidae,Hylaeinae,Hylaeus,NA,ikudomei,NA,"Chen and Xu, 2013",10.11646/zootaxa.3669.3.8,2013,NA,NJ,NA,"Hylaeus ikudomei Chen and Xu, 2013",TRUE,NA
1,"Ceratina langenburgiae Strand, 1912",NA,BeeBDC_TempCode_225,Ceratina langenburgiae,Apidae,Xylocopinae,Ceratina,NA,langenburgiae,NA,"Strand, 1912",https://www.biodiversitylibrary.org/page/15127077#page/1042/mode/1up,1912,NA,NJ,NA,"Ceratina langenburgiae Strand, 1912",TRUE,NA
1,"Coelioxys anisitsi Schrottky, 1909",NA,BeeBDC_TempCode_226,Coelioxys anisitsi,Megachilidae,Megachilinae,Coelioxys,NA,anisitsi,NA,"Schrottky, 1909",https://www.biodiversitylibrary.org/page/31047722#page/310/mode/1up,1909,NA,NJ,NA,"Coelioxys anisitsi Schrottky, 1909",TRUE,NA
1,"Osiris fulvicornis Friese, 1930",NA,BeeBDC_TempCode_227,Osiris fulvicornis,Apidae,Apinae,Osiris,NA,fulvicornis,NA,"Friese, 1930",https://www.zobodat.at/pdf/Entomologische-Zeitung-Stettin_91_0103-0127.pdf,1930,NA,NJ,NA,"Osiris fulvicornis Friese, 1930",TRUE,NA
1,"Lasioglossum shestakovi Pesenko, 1986",NA,BeeBDC_TempCode_228,Lasioglossum shestakovi,Halictidae,Halictinae,Lasioglossum,NA,shestakovi,NA,"Pesenko, 1986",10.11646/zootaxa.4408.1.1,2018,NA,NJ,NA,"Lasioglossum shestakovi Pesenko, 1986",TRUE,NA
3,"Meliturgula ornata (Popov, 1951)",NA,BeeBDC_TempCode_229,Meliturgula ornata,Andrenidae,Panurginae,Meliturgula,NA,ornata,NA,"(Popov, 1951)",https://www.zobodat.at/pdf/MON-E-HYM_0152_0003-0044.pdf,2000,NA,NJ,NA,"Meliturgula ornata (Popov, 1951)",TRUE,NA
64,"Ceratina gurkhana Shiokawa, 2008",NA,BeeBDC_TempCode_230,Ceratina gurkhana,Apidae,Xylocopinae,Ceratina,NA,gurkhana,NA,"Shiokawa, 2008",https://www.jstage.jst.go.jp/article/specdiv/13/4/13_KJ00007106093/_pdf/-char/en,2008,NA,NJ,NA,"Ceratina gurkhana Shiokawa, 2008",TRUE,NA
1,"Lasioglossum normale (Baker, 1906)",NA,BeeBDC_TempCode_231,Lasioglossum normale,Halictidae,Halictinae,Lasioglossum,NA,normale,NA,"(Baker, 1906)",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1253&context=bee_lab_an,1906,NA,NJ,NA,"Lasioglossum normale (Baker, 1906)",TRUE,NA
